,industries,link
812,Nonprofit Organization Management,/company/60807/
813,Information Technology and Services,/company/39828/
814,E-Learning,/company/1099199/
815,Information Technology and Services,/company/12205/
816,Information Technology and Services,/company/50494/
817,Real Estate,/company/27930/
818,Computer Software,/company/82753/
819,Staffing and Recruiting,/company/5006426/
820,Higher Education,/company/15097593/
821,Market Research,/company/17242/
822,Railroad Manufacture,/company/59989/
823,Management Consulting,/company/685573/
824,Hospital & Health Care,/company/255551/
825,Staffing and Recruiting,/company/64276/
826,Financial Services,/company/206015/
827,Information Technology and Services,/company/68683/
828,Information Technology and Services,/company/2838309/
829,Information Technology and Services,/company/164825/
830,Outsourcing/Offshoring,/company/68103/
831,Computer Software,/company/84254/
832,Capital Markets,/company/1162620/
833,Marketing and Advertising,/company/12498/
834,Information Technology and Services,/company/278262/
835,Computer Software,/company/27653/
836,Information Technology and Services,/company/24283/
837,Internet,/company/726964/
838,Information Services,/company/1343450/
839,Higher Education,/company/834744/
840,Information Technology and Services,/company/3790570/
841,Information Technology and Services,/company/16286/
842,Marketing and Advertising,/company/166047/
843,Information Services,/company/8162/
844,Telecommunications,/company/5371/
845,Information Technology and Services,/company/92262/
846,Information Services,/company/2428290/
847,Pharmaceuticals,/company/15708/
848,Information Technology and Services,/company/126452/
849,Marketing and Advertising,/company/98919/
850,Telecommunications,/company/586602/
851,Computer Software,/company/1049302/
852,Information Technology and Services,/company/56707/
853,Hospital & Health Care,/company/31306/
854,Pharmaceuticals,/company/23896/
855,Information Technology and Services,/company/44300/
856,Information Technology and Services,/company/78833/
857,Information Technology and Services,/company/2406610/
858,Information Technology and Services,/company/35510/
859,Computer Software,/company/1699268/
860,Computer Software,/company/400277/
861,Information Technology and Services,/company/3652/
862,Industrial Automation,/company/336238/
863,Hospital & Health Care,/company/1589496/
864,Management Consulting,/company/2677373/
865,Outsourcing/Offshoring,/company/410853/
866,Higher Education,/company/32115/
867,Information Technology and Services,/company/3588546/
868,Insurance,/company/76550/
869,Staffing and Recruiting,/company/59026/
870,Marketing and Advertising,/company/48654/
871,Information Technology and Services,/company/10450/
872,Computer Games,/company/1919232/
873,Internet,/company/41217/
874,Telecommunications,/company/6780/
875,Information Technology and Services,/company/35957/
876,Research,/company/3093743/
877,Computer Software,/company/227901/
878,Information Technology and Services,/company/103869/
879,Information Technology and Services,/company/165464/
880,Information Technology and Services,/company/3712367/
881,Information Technology and Services,/company/2121039/
882,Computer Software,/company/2896505/
883,Information Technology and Services,/company/890869/
884,Information Technology and Services,/company/464245/
885,Computer Software,/company/212154/
886,Information Technology and Services,/company/30361/
887,Marketing and Advertising,/company/2485104/
888,Information Technology and Services,/company/3517377/
889,Computer Software,/company/162817/
890,Management Consulting,/company/5208967/
891,Computer Software,/company/459956/
892,Marketing and Advertising,/company/12068/
893,Computer Software,/company/2649984/
894,Outsourcing/Offshoring,/company/1211471/
895,Information Technology and Services,/company/3610041/
896,Information Technology and Services,/company/18564/
897,Information Technology and Services,/company/683997/
898,Marketing and Advertising,/company/58442/
899,Management Consulting,/company/166825/
900,Information Technology and Services,/company/138182/
901,Information Services,/company/580619/
902,Information Technology and Services,/company/29460/
903,Management Consulting,/company/477190/
904,Computer Software,/company/71444/
905,Information Technology and Services,/company/1114901/
906,Information Services,/company/30337/
907,Information Services,/company/3670622/
908,Telecommunications,/company/220668/
909,Computer Software,/company/3364198/
